question,answer,options,correct_option,path,condition
A 25-year-old male presents to the emergency department with a prolonged PTT detected during routine pre-operative testing. He denies any personal or family history of bleeding disorders. Initial mixing studies correct the PTT. What is the most likely underlying cause of his prolonged PTT?,Factor VIII deficiency,"['Factor VIII deficiency', 'Lupus anticoagulant', 'Vitamin K deficiency', 'Factor VII deficiency', 'Heparin contamination']",A,"Prolonged clotting times (PTT, PT, TT) -> No or unknown history of bleeding -> Unknown etiology -> Repeat test with equal mixture of patient's and 'normal' plasma -> PTT -> Inhibitor mix - Correction -> Factor deficiency (VIII, IX, XI, XII) (most likely inherited single-factor deficiency)",coagulation abnormalities
"A 55-year-old man with a history of recurrent infections and fatigue presents to the clinic. A complete blood count reveals a WBC count of 3000 cells/mm³, indicating leukopenia. Following the initial evaluation, what is the MOST appropriate next step in managing this patient?",Obtain cultures and start broad-spectrum antibiotics immediately.,"['Obtain cultures and start broad-spectrum antibiotics immediately.', 'Monitor the patient with serial blood counts to document the neutropenic pattern.', 'Initiate treatment with colony-stimulating factors (G-CSF).', 'Order a bone marrow biopsy and aspirate immediately.', 'Prescribe a course of corticosteroids to stimulate WBC production.']",A,"Patient with LEUKOPENIA (<3700 WBC/mm³) -> History and Physical examination, Laboratory tests: WBC count, Differential diagnosis, Hemoglobin, Hematocrit, RBC indices, Blood smear -> Treat Acute Infection: Cultures, Broad-Spectrum Antibiotics",leukopenia
"A 55-year-old male presents with a persistent low white blood cell count (WBC 3200/mm³) discovered during a routine check-up. Physical examination reveals no obvious signs of infection, adenopathy, or splenomegaly. His medication list is unremarkable. Initial lab results show normal hemoglobin, hematocrit and platelet counts. What is the MOST appropriate next step in evaluating his leukopenia?","Initiate a comprehensive infection workup, including bacterial, viral, fungal, and mycobacterial cultures and serologies.","['Discontinue any recently started medications and monitor WBC counts.', 'Refer the patient to a hematologist for further evaluation of a potential primary hematologic disorder.', 'Order a bone marrow biopsy and aspirate.', 'Prescribe a course of broad-spectrum antibiotics.', 'Initiate a comprehensive infection workup, including bacterial, viral, fungal, and mycobacterial cultures and serologies.']",E,"Patient with LEUKOPENIA (<3700 WBC/mm³) -> History and Physical examination, Laboratory tests: WBC count, Differential diagnosis, Hemoglobin, Hematocrit, RBC indices, Blood smear -> Neutropenia with thrombocytopenia or anemia -> Consider: Drugs, Primary hematologic disorders, Autoimmune disease, Infection -> No drugs -> Infection workup: Bacterial cultures, Viral cultures and serologies, Fungal, Mycobacterium cultures -> Appropriate Therapy",leukopenia
"A 34-year-old female patient reports decreased libido and difficulty achieving orgasm. She denies any medical conditions or medication use but admits to feeling overwhelmed with work and family responsibilities. After a detailed history and physical examination, what is the MOST appropriate next step in managing her sexual dysfunction?","Refer the patient to a psychiatrist for further evaluation and treatment, as psychological factors may be contributing to her hypoactive sexual desire.","['Recommend over-the-counter lubricants to alleviate any potential discomfort during intercourse.', 'Advise the patient to engage in regular exercise and stress-reduction techniques.', 'Prescribe a trial of testosterone replacement therapy to address potential androgen deficiency.', 'Suggest sex therapy to address potential relationship or intimacy issues.', 'Refer the patient to a psychiatrist for further evaluation and treatment, as psychological factors may be contributing to her hypoactive sexual desire.']",E,"Detailed history, including sexual history Focused physical examination -> Female patient -> Hypoactive sexual desire -> Other psychological problems -> Psychiatry referral",sexual dysfunction
A 52-year-old male patient reports a decreased libido during a routine check-up. He denies any other symptoms and physical examination is unremarkable. What would be the most appropriate next step in managing this patient's condition?,Consider marital/sex therapy to address potential relationship problems.,"['Consider marital/sex therapy to address potential relationship problems.', 'Prescribe an SSRI to address potential depression.', 'Refer to urology for evaluation of retrograde ejaculation.', 'Initiate testosterone replacement therapy.', 'Check testosterone level for organic impotence.']",A,"Detailed history, including sexual history Focused physical examination -> Male patient -> Decreased libido -> Consider: Marital/sex therapy",sexual dysfunction
"A 55-year-old male patient reports erectile dysfunction during a routine check-up. He mentions that he still experiences morning erections. After a detailed history and physical examination, what is the most appropriate next step in managing his erectile dysfunction?",Sex therapy,"['Psychiatric evaluation', 'Sex therapy', 'Referral to urology', 'Prescription of a PDE5 inhibitor', 'Testosterone replacement therapy']",B,"Detailed history, including sexual history Focused physical examination -> Male patient -> Erectile dysfunction -> Morning erections present -> Erections present (psychogenic) -> Sex therapy",sexual dysfunction
"A 55-year-old male patient reports a gradual decrease in libido and erectile dysfunction over the past year. He denies any morning erections. After a thorough history and physical examination, what is the MOST appropriate next step in evaluating the etiology of his erectile dysfunction?",Nocturnal penile tumescence ring,"['Thyroid function tests', 'Nocturnal penile tumescence ring', 'Pelvic ultrasound', 'Serum prolactin level', 'Prostate-specific antigen (PSA) test']",B,"Detailed history, including sexual history Focused physical examination -> Male patient -> Erectile dysfunction -> Morning erections absent -> Endometriosis, Pelvic adhesions, Uterine fibroids, Symptomatic uterine retroversion, Pelvic inflammatory disease, Gynecologic malignancies -> Nocturnal penile tumescence ring",sexual dysfunction
"A 32-year-old woman reports experiencing pain during initial penetration, specifically at the point of insertion. She denies any history of trauma or abuse. A detailed history and physical examination are performed. What should be considered in the differential diagnosis?",Endometriosis,"['Urethritis', 'Vulvovaginitis', 'Hypoactive sexual desire', 'Vaginismus', 'Endometriosis']",E,"Detailed history, including sexual history Focused physical examination -> Female patient -> Dyspareunia -> Insertional -> Endometriosis, Pelvic adhesions, Uterine fibroids, Symptomatic uterine retroversion, Pelvic inflammatory disease, Gynecologic malignancies -> Nocturnal penile tumescence ring",sexual dysfunction
"A 58-year-old male patient reports to his physician about erectile dysfunction, mentioning the absence of morning erections. After a detailed history and physical examination, what would be the most appropriate next step in managing this patient's condition?",Initiate topical or injection therapy.,"['Initiate topical or injection therapy.', 'Suggest sex and/or marital therapy.', 'Recommend psychiatric evaluation and counseling.', 'Prescribe sildenafil for immediate relief.', 'Check testosterone level.']",A,"Detailed history, including sexual history Focused physical examination -> Male patient -> Erectile dysfunction -> Morning erections absent -> Endometriosis, Pelvic adhesions, Uterine fibroids, Symptomatic uterine retroversion, Pelvic inflammatory disease, Gynecologic malignancies -> Erections absent or inadequate -> Topical/Injection Therapy",sexual dysfunction
"A 32-year-old female reports pain during initial penetration, and a focused physical exam reveals no signs of infection or inflammation. Given the patient's report of insertional dyspareunia, which of the following should be considered in the differential diagnosis?",Pelvic adhesions,"['Pelvic adhesions', 'Vulvovaginitis', 'Urethritis', 'Inadequate lubrication', 'Atrophic vaginitis']",A,"Detailed history, including sexual history Focused physical examination -> Female patient -> Dyspareunia -> Insertional -> Endometriosis, Pelvic adhesions, Uterine fibroids, Symptomatic uterine retroversion, Pelvic inflammatory disease, Gynecologic malignancies -> Erections absent or inadequate -> Topical/Injection Therapy",sexual dysfunction
