question,options,correct_option,path,condition
"A 70-year-old patient, with no known history of diabetes, presents with recurrent episodes of hypoglycemia. Lab results reveal a glucose level of 50 mg/dL, insulin level of 8 μU/mL, C-peptide level of 300 mg/dL, and a positive sulfonylurea screen. What is the most likely cause of the patient's hypoglycemia?","['Ethanol abuse', 'Sulfonylurea effect', 'Non-islet cell tumor', 'Adrenal insufficiency', 'Insulinoma']",B,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels >6 μU/ml -> C-peptide >200 mg/dl -> Positive Sulfonylurea screen -> Sulfonylurea effect,hypoglycemia
"A 35-year-old male presents with recurrent episodes of sweating, tremor, and confusion, particularly in the morning. He denies any history of diabetes or medication use. Initial lab results show a glucose level of 50 mg/dL. Further testing reveals a fasting glucose of 40 mg/dL, insulin level of 8 μU/mL, C-peptide level of 300 mg/dL, and a negative sulfonylurea screen. Based on these findings, what is the most likely diagnosis?","['Adrenal insufficiency', 'Insulinoma', 'Reactive hypoglycemia', 'Sulfonylurea overdose', 'Ethanol-induced hypoglycemia']",B,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels >6 μU/ml -> C-peptide >200 mg/dl -> Negative Sulfonylurea screen -> Insulinoma,hypoglycemia
"A 54-year-old woman presents with atraumatic hip pain that has progressively worsened over the past few weeks. Radiographs show no fractures or dislocations, and the diagnosis remains uncertain. What is the MOST appropriate next step in management?","['Initiate physical therapy', 'Refer to rheumatology for further evaluation', 'Order a bone scan', 'Prescribe NSAIDs and monitor response', 'Consider image-guided hip aspiration']",C,Atraumatic hip pain with normal radiographs -> No clear signs of infection -> A bone scan is a noninvasive next step to evaluate for occult pathology,hypoglycemia
A 54-year-old woman presents with atraumatic hip pain that has progressively worsened over the past few weeks. Radiographs are inconclusive. What is the MOST appropriate next step in management?,"['Initiate physical therapy', 'Refer to rheumatology for further evaluation', 'Order a bone scan', 'Prescribe NSAIDs and monitor response', 'Consider image-guided hip aspiration']",E,"Atraumatic hip pain with inconclusive radiographs -> When clinical suspicion for joint pathology persists (e.g., infection) -> Image-guided hip aspiration is indicated",hypoglycemia
"A 50-year-old woman with a history of bariatric surgery presents with sweating, anxiety, and palpitations approximately 2 hours after meals. Her blood glucose at the time of symptoms is 55 mg/dL. What is the MOST likely next step in management?","['Prescribe a continuous glucose monitor to track glucose fluctuations.', 'Recommend frequent small meals with a focus on complex carbohydrates and protein.', 'Administer intravenous dextrose during symptomatic episodes.', 'Consider surgical options to address postprandial hypoglycemia.', 'Initiate treatment with acarbose to delay carbohydrate absorption.']",B,Symptoms -> Confirm glucose <60 mg/dL -> Diagnosis: Postprandial hypoglycemia after bariatric surgery -> First-line treatment is dietary modification -> Recommend frequent small meals with complex carbohydrates and protein.,hypoglycemia
"A 52-year-old male with a history of intravenous drug use is admitted to the hospital with fever, chills, and a new heart murmur. Blood cultures are drawn, and empiric antimicrobial therapy is initiated. According to the guidelines for antimicrobial therapy, what is the next step in managing this patient?","['Discontinue antimicrobial therapy immediately.', 'Prescribe the most expensive antibiotic available.', 'Assess cultures to guide definitive therapy.', 'Ignore culture results and continue current treatment.', 'Continue empiric therapy indefinitely.']",C,"Patient for ANTIMICROBIAL THERAPY -> Empiric therapy -> Evidence of infection -> Presumed sites of infection -> Obtain body fluids for staining, culture -> Empiric therapy needed -> Determine most likely pathogens at site(s) of infection; current and future local microbial resistance factors -> Evaluate patient-specific factors Choose route of administration -> Assess need for combination therapy -> Determine agents most likely to be effective -> Assess cost-effectiveness of potential choices -> Drugs on formulary -> Choose regimen and dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Assess cultures -> Positive -> Definitive Therapy",choosing appropriate antimicrobial therapy
"A 55-year-old male with no known history of diabetes reports experiencing sweating, tremors, and anxiety approximately 2 hours after meals. A recent blood glucose test taken during one of these episodes showed a level of 58 mg/dL. What is the most likely underlying cause of this patient's hypoglycemia?","['Early diabetes mellitus', 'Insulinoma', 'Ethanol-induced hypoglycemia', 'Advanced liver failure', 'Adrenal insufficiency']",A,Symptoms -> Confirm glucose <60 mg/dL -> Postprandial hypoglycemia -> Likely reactive hypoglycemia seen in early diabetes mellitus.,choosing appropriate antimicrobial therapy
"A 52-year-old patient is admitted to the hospital with a suspected skin infection. The patient is stable and does not appear critically ill. According to guidelines for choosing appropriate antimicrobial therapy, what is the most appropriate next step in management?","['Start empiric broad-spectrum antibiotics immediately.', 'Administer a dose of vancomycin.', 'Prescribe an oral antibiotic based on the most common skin pathogens.', 'Start empiric therapy with a narrow-spectrum antibiotic.', 'Await culture results before starting antimicrobial therapy.']",E,Patient with suspected skin infection but stable -> Low likelihood of severe infection -> Cultures should be obtained and therapy guided by definitive results.,choosing appropriate antimicrobial therapy
"A 52-year-old woman with a history of recurrent UTIs is admitted to the hospital with a suspected kidney infection. She was initially started on empiric broad-spectrum antibiotics. After 48 hours, her condition has not improved, and the culture results are back, showing a resistant strain of E. coli. Which of the following is the MOST appropriate next step in managing her antimicrobial therapy?","['Consult an infectious disease specialist for further guidance.', 'Immediately switch to a different broad-spectrum antibiotic to cover other potential organisms.', 'Order additional cultures to confirm the initial results.', 'Evaluate the sensitivity data to guide the selection of a narrow-spectrum agent that the organism is sensitive to, considering its ability to reach the infection site and its toxicity profile.', 'Continue the current empiric therapy, as it may take more time to see improvement.']",D,Patient for ANTIMICROBIAL THERAPY -> Definitive therapy -> Culture and sensitivity data -> Assess response to previous therapy -> Continued therapy needed -> Evaluate sensitivity data -> Organism sensitive Sensitivity reliable -> No need to cover other organisms -> Consider: Narrow-spectrum agents -> Assess: Agent's ability to reach infection site Clinical trials demonstrating efficacy for organism and disease Toxicity relative to severity of infection Cost-effectiveness -> Choose agent and appropriate dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Assess cultures -> Negative -> Continue Empiric Therapy,choosing appropriate antimicrobial therapy
"A 52-year-old woman with a history of recurrent urinary tract infections is admitted to the hospital with fever, flank pain, and suspected pyelonephritis. She has received multiple courses of antibiotics in the past year. According to the text, what is the next step that the physician should consider when choosing appropriate antimicrobial therapy?","['Immediately start broad-spectrum antibiotics to cover all possible pathogens.', 'Assess the patient's ability to tolerate oral medications.', 'Order a complete blood count and metabolic panel.', 'Consult with a pharmacist about the most cost-effective antibiotic options.', 'Determine the most likely pathogens at the site(s) of infection and current local microbial resistance factors.']",E,"Patient for ANTIMICROBIAL THERAPY -> Empiric therapy -> Evidence of infection -> Presumed sites of infection -> Obtain body fluids for staining, culture -> Empiric therapy needed -> Determine most likely pathogens at site(s) of infection; current and future local microbial resistance factors -> Evaluate patient-specific factors Choose route of administration -> Assess need for combination therapy -> Determine agents most likely to be effective -> Assess cost-effectiveness of potential choices -> Drugs on formulary -> Choose regimen and dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Continue to monitor for efficacy, toxicity",choosing appropriate antimicrobial therapy
