question,answer,options,correct_option,path,condition
"A 70-year-old male presents with palpable purpura limited to his lower extremities. He denies any fever, joint pain, abdominal pain, or other systemic symptoms. What is the most appropriate initial laboratory evaluation?","Hemogram, Chemistry Screen, Serum Cryoglobulins, Serum Complement, Skin Biopsy.","['Blood cultures, Skin biopsy, Gram stain of skin lesion.', 'Hemogram, Chemistry Screen, Serum Cryoglobulins, Serum Complement, Skin Biopsy.', 'Antinuclear antibody (ANA), Anti-neutrophil cytoplasmic antibodies (ANCA), Erythrocyte sedimentation rate (ESR).', 'Urinalysis, Chest X-ray, Liver function tests.', 'Medication review, Allergy testing, Skin prick testing.']",B,"Patient with PALPABLE PURPURA -> History -> Physical examination -> Cutaneous signs only -> Hemogram
Chemistry Screen
Serum Cryoglobulins
Serum Complement
Skin Biopsy",palpable purpura
"A 6-year-old boy presents with palpable purpura on his lower extremities, abdominal pain, and joint pain. His mother reports that he recently had an upper respiratory infection. What potential causes of palpable purpura should be considered in this patient?","Consider: Henoch-Schönlein purpura, Granulomatous vasculitis, Giant cell arteritis, Polyarteritis nodosa, Urticarial vasculitis, Carcinoma, Inflammatory bowel disease.","['Hypersensitivity vasculitis, Essential mixed cryoglobulinemia, Hyperglobulinemic purpura.', 'Consider: Henoch-Schönlein purpura, Granulomatous vasculitis, Giant cell arteritis, Polyarteritis nodosa, Urticarial vasculitis, Carcinoma, Inflammatory bowel disease.', 'Septic vasculitis, Meningococcemia, Rocky Mountain spotted fever.', 'Erythema nodosum, Pyoderma gangrenosum, Sweet's syndrome.', 'Drug-induced vasculitis, Allergic contact dermatitis, Insect bite reaction.']",B,"Patient with PALPABLE PURPURA -> History -> Physical examination -> Systemic signs/symptoms -> Systemic signs without sepsis -> Consider:
Henoch-Schönlein purpura
Granulomatous vasculitis
Giant cell arteritis
Polyarteritis nodosa
Urticarial vasculitis
Carcinoma
Inflammatory bowel disease",palpable purpura
"A 32-year-old male presents with palpable purpura, joint pain, and fever 10 days after receiving a blood transfusion following a motor vehicle accident. What potential cause of palpable purpura should be considered in this patient?",Serum sickness.,"['Septic vasculitis.', 'Henoch-Schönlein purpura.', 'Serum sickness.', 'Hypersensitivity vasculitis.', 'Essential mixed cryoglobulinemia.']",C,Patient with PALPABLE PURPURA -> History -> Physical examination -> History of foreign protein or blood transfusion -> Serum sickness,palpable purpura
"A 55-year-old male presents with palpable purpura limited to his lower extremities. He denies fever, joint pain, or other systemic symptoms. What potential causes of palpable purpura should be considered in this patient?","Consider: Hypersensitivity vasculitis, Essential cryoglobulinemia, Hyperglobulinemic purpura, Erythema elevatum diutinum, Idiopathic cutaneous vasculitis.","['Septic vasculitis, Meningococcemia, Rocky Mountain spotted fever.', 'Consider: Hypersensitivity vasculitis, Essential cryoglobulinemia, Hyperglobulinemic purpura, Erythema elevatum diutinum, Idiopathic cutaneous vasculitis.', 'Henoch-Schönlein purpura, Wegener's granulomatosis, Allergic granulomatosis (Churg-Strauss syndrome).', 'Drug-induced vasculitis, Allergic contact dermatitis, Insect bite reaction.', 'Erythema nodosum, Pyoderma gangrenosum, Sweet's syndrome.']",B,"Patient with PALPABLE PURPURA -> History -> Physical examination -> Cutaneous signs only -> Consider:
Hypersensitivity vasculitis
Essential cryoglobulinemia
Hyperglobulinemic purpura
Erythema elevatum diutinum
Idiopathic cutaneous vasculitis",palpable purpura
"A 68-year-old male with a history of type 2 diabetes mellitus presents with sweating, tremors, and confusion. A fingerstick glucose reveals a level of 58 mg/dL. What is the most appropriate next step in management?",Seek contributing factors or adjust insulin dosing.,"['Administer intravenous dextrose.', 'Administer intramuscular glucagon.', 'Seek contributing factors or adjust insulin dosing.', 'Perform a 72-hour supervised fast.', 'Obtain serum insulin and C-peptide levels.']",C,Symptoms -> Confirm glucose <60 mg/dl -> Patient is diabetic -> Seek contributing factors or adjust insulin dosing,hypoglycemia
A 40-year-old male with no known history of diabetes presents to the emergency department with altered mental status and diaphoresis. His initial fingerstick glucose is 55 mg/dL. He admits to consuming a large quantity of alcohol the previous night and has had minimal food intake. What potential cause of hypoglycemia should be considered in this patient?,"Drug effect: Ethanol, Salicylates, Haloperidol, Pentamidine, Trimethoprim-sulfamethoxazole.","['Insulinoma.', 'Non-islet cell tumor.', 'Drug effect: Ethanol, Salicylates, Haloperidol, Pentamidine, Trimethoprim-sulfamethoxazole.', 'Adrenal insufficiency.', 'Renal failure.']",C,"Symptoms -> Confirm glucose <60 mg/dl -> Drug effect: Ethanol, Salicylates, Haloperidol, Pentamidine, Trimethoprim-sulfamethoxazole",hypoglycemia
"A 35-year-old female with no known medical history presents with confusion and diaphoresis after a prolonged supervised fast. Her plasma glucose is 40 mg/dL, insulin level is 10 μU/mL, and C-peptide level is 150 pmol/L. What is the most likely cause of her hypoglycemia?",Exogenous insulin.,"['Insulinoma.', 'Exogenous insulin.', 'Sulfonylurea overdose.', 'Non-islet cell tumor.', 'Adrenal insufficiency.']",B,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels >6 μU/ml -> C-peptide <200 mg/dl -> Exogenous insulin,hypoglycemia
"A 78-year-old female with no known history of diabetes is brought to the emergency department with altered mental status. Her initial fingerstick glucose is 42 mg/dL. After a prolonged supervised fast, her insulin level is 8 μU/mL and C-peptide is 400 pmol/L. A sulfonylurea screen comes back positive. What is the most likely cause of her hypoglycemia?",Sulfonylurea effect.,"['Exogenous insulin.', 'Insulinoma.', 'Sulfonylurea effect.', 'Non-islet cell tumor.', 'Adrenal insufficiency.']",C,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels >6 μU/ml -> C-peptide >200 mg/dl -> Positive Sulfonylurea screen -> Sulfonylurea effect,hypoglycemia
"A 48-year-old male with no known medical history presents with recurrent episodes of confusion and diaphoresis, particularly in the morning before breakfast. He undergoes a supervised 72-hour fast, during which his plasma glucose drops to 40 mg/dL. At that time, his insulin level is 12 μU/mL and C-peptide level is 500 pmol/L. A sulfonylurea screen is negative. What is the most likely cause of his hypoglycemia?",Insulinoma.,"['Exogenous insulin.', 'Sulfonylurea effect.', 'Insulinoma.', 'Non-islet cell tumor.', 'Adrenal insufficiency.']",C,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels >6 μU/ml -> C-peptide >200 mg/dl -> Negative Sulfonylurea screen -> Insulinoma,hypoglycemia
"A 60-year-old male with a history of metastatic hepatocellular carcinoma presents with recurrent episodes of hypoglycemia. During a supervised fast, his glucose drops to 42 mg/dL. His insulin level is 4 μU/mL, and his C-peptide level is normal. What is the most likely cause of his hypoglycemia?",IGF-mediated Noninsulin-mediated hypoglycemia.,"['Exogenous insulin.', 'Sulfonylurea effect.', 'Insulinoma.', 'IGF-mediated Noninsulin-mediated hypoglycemia.', 'Adrenal insufficiency.']",D,Symptoms -> Confirm glucose <60 mg/dl -> Patient not known to be diabetic -> Fasting glucose <45 mg/dl -> Insulin levels <6 μU/ml -> IGF-mediated Noninsulin-mediated hypoglycemia,hypoglycemia
"A 52-year-old female who underwent Roux-en-Y gastric bypass surgery 6 months ago presents with episodes of sweating, palpitations, and dizziness occurring 2 hours after meals. Her postprandial glucose level at the time of symptoms is 52 mg/dL. What recent procedure is the most likely explanation for her hypoglycemia?",Surgery.,"['Adrenalectomy.', 'Cholecystectomy.', 'Surgery.', 'Hysterectomy.', 'Appendectomy.']",C,Symptoms -> Confirm glucose <60 mg/dl -> Postprandial hypoglycemia -> Surgery,hypoglycemia
"A 45-year-old obese male presents with recurrent episodes of sweating, palpitations, and dizziness occurring approximately 2 hours after meals. His postprandial glucose level at the time of symptoms is 55 mg/dL. He has no prior history of diabetes. What potential cause of his hypoglycemia should be considered?",Early diabetes.,"['Adrenal insufficiency.', 'Ethanol abuse.', 'Early diabetes.', 'Insulinoma.', 'Non-islet cell tumor.']",C,Symptoms -> Confirm glucose <60 mg/dl -> Postprandial hypoglycemia -> Early diabetes,hypoglycemia
"A 55-year-old male is admitted to the hospital with suspected pneumonia. He has a fever, cough, and shortness of breath. Chest X-ray confirms the presence of a right lower lobe infiltrate. Sputum samples have been sent for Gram stain and culture. Given the suspicion of pneumonia, what is the next step in management?",Determine most likely pathogens at site(s) of infection; current and future local microbial resistance factors -> Evaluate patient-specific factors Choose route of administration -> Assess need for combination therapy -> Determine agents most likely to be effective -> Assess cost-effectiveness of potential choices -> Drugs on formulary -> Choose regimen and dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Assess cultures -> Positive -> Definitive Therapy,"['Determine most likely pathogens at site(s) of infection; current and future local microbial resistance factors -> Evaluate patient-specific factors Choose route of administration -> Assess need for combination therapy -> Determine agents most likely to be effective -> Assess cost-effectiveness of potential choices -> Drugs on formulary -> Choose regimen and dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Assess cultures -> Positive -> Definitive Therapy', 'Obtain a detailed social history.', 'Consult infectious disease specialist.', 'Order a complete blood count (CBC).', 'Administer oxygen.']",A,"Patient for ANTIMICROBIAL THERAPY -> Empiric therapy -> Evidence of infection -> Presumed sites of infection -> Obtain body fluids for staining, culture -> Empiric therapy needed -> Determine most likely pathogens at site(s) of infection; current and future local microbial resistance factors -> Evaluate patient-specific factors Choose route of administration -> Assess need for combination therapy -> Determine agents most likely to be effective -> Assess cost-effectiveness of potential choices -> Drugs on formulary -> Choose regimen and dose -> Develop monitoring plan for efficacy and toxicity -> Evaluate response in 48-72 hr -> Positive response -> Assess cultures -> Positive -> Definitive Therapy",choosing appropriate antimicrobial therapy
